    Value  Size Type    Bind   Vis      Ndx Name
 0021a6e8    20 OBJECT  GLOBAL DEFAULT    7 msdc_cap
 0021a6fc    32 OBJECT  GLOBAL DEFAULT    7 Bit_DQO_Mapping
 0021a71c     4 OBJECT  GLOBAL DEFAULT    7 DQM_Mapping
 0021a720     4 OBJECT  GLOBAL DEFAULT    7 DQSO_Mapping
 0021a724    40 OBJECT  GLOBAL DEFAULT    7 dqs_gw_tuning_factors
 0021a74c    16 OBJECT  GLOBAL DEFAULT    7 dqs_gw_test_cases_1
 0021a75c    16 OBJECT  GLOBAL DEFAULT    7 dqs_gw_test_cases_2
 0021a76c   120 OBJECT  GLOBAL DEFAULT    7 dqsi_gw_dly_coarse_tbl
 0021a7e4    68 OBJECT  GLOBAL DEFAULT    7 dqsi_gw_dly_fine_tbl
 0021a828     4 OBJECT  GLOBAL DEFAULT    7 num_of_emi_records
 0021a82c   940 OBJECT  GLOBAL DEFAULT    7 emi_settings
 0021abd8   188 OBJECT  GLOBAL DEFAULT    7 emi_setting_default_lpddr
 0021ac94   188 OBJECT  GLOBAL DEFAULT    7 emi_setting_default_lpddr
 0021ad50     4 OBJECT  LOCAL  DEFAULT    7 mdl_number.4872
 0021ad54   792 OBJECT  GLOBAL DEFAULT    7 DATAOUT_addr
 0021b06c   198 OBJECT  GLOBAL DEFAULT    7 MODE_offset
 0021b132   198 OBJECT  GLOBAL DEFAULT    7 PULL_offset
 0021b1f8   792 OBJECT  GLOBAL DEFAULT    7 pupd_addr
 0021b510   198 OBJECT  GLOBAL DEFAULT    7 pupd_offset
 0021b5d8   792 OBJECT  GLOBAL DEFAULT    7 MODE_addr
 0021b8f0   198 OBJECT  GLOBAL DEFAULT    7 PULLEN_offset
 0021b9b6   198 OBJECT  GLOBAL DEFAULT    7 DIR_offset
 0021ba7c   792 OBJECT  GLOBAL DEFAULT    7 PULL_addr
 0021bd94   198 OBJECT  GLOBAL DEFAULT    7 DATAOUT_offset
 0021be5c   792 OBJECT  GLOBAL DEFAULT    7 PULLEN_addr
 0021c174   792 OBJECT  GLOBAL DEFAULT    7 DIR_addr
 0021c48c    44 OBJECT  LOCAL  DEFAULT    7 hclks_msdc50
 0021c4b8    32 OBJECT  LOCAL  DEFAULT    7 hclks_msdc30
 0021c4d8     4 OBJECT  LOCAL  DEFAULT    7 msdc_src_clks
 0021c4dc   792 OBJECT  LOCAL  DEFAULT    7 ptp_detectors
 0021c7f4     4 OBJECT  GLOBAL DEFAULT    7 count_time_out
 0021c7f8     4 OBJECT  LOCAL  DEFAULT    7 vbat_status
 0021c7fc     4 OBJECT  LOCAL  DEFAULT    7 g_log_drambuf
 0021c800   256 OBJECT  GLOBAL DEFAULT    7 g_oemkey
 0021c900    48 OBJECT  GLOBAL DEFAULT    7 g_blacklist
 0021c930    32 OBJECT  LOCAL  DEFAULT    7 spm_cpu_mtcmos_ctrl_funcs
 0021c950     4 OBJECT  GLOBAL DEFAULT    7 rst_vector_base_addr
 0021c954     4 OBJECT  GLOBAL DEFAULT    7 bl31_base_addr
 0021c958     4 OBJECT  GLOBAL DEFAULT    7 g_uart
 0021c95c     7 OBJECT  LOCAL  DEFAULT    7 g_line_coding
 0021c964     4 OBJECT  GLOBAL DEFAULT    7 fifo_addr
 0021c968     8 OBJECT  LOCAL  DEFAULT    7 fs_data_ep_descriptor_ptr
 0021c970    28 OBJECT  LOCAL  DEFAULT    7 usbtty_string_table
 0021c98c     5 OBJECT  LOCAL  DEFAULT    7 header_function_descripto
 0021c994     4 OBJECT  LOCAL  DEFAULT    7 fs_comm_ep_descriptor_ptr
 0021c998     4 OBJECT  LOCAL  DEFAULT    7 hs_comm_ep_descriptor_ptr
 0021c99c     5 OBJECT  GLOBAL DEFAULT    7 call_management_descripto
 0021c9a1     9 OBJECT  LOCAL  DEFAULT    7 device_qualifier_descript
 0021c9ac     8 OBJECT  LOCAL  DEFAULT    7 hs_data_ep_descriptor_ptr
 0021c9b4     4 OBJECT  LOCAL  DEFAULT    7 language
 0021c9b8    24 OBJECT  LOCAL  DEFAULT    7 hs_ep_descriptors
 0021c9d0    18 OBJECT  LOCAL  DEFAULT    7 device_descriptor
 0021c9e2     4 OBJECT  LOCAL  DEFAULT    7 abstract_control_descript
 0021c9e6    24 OBJECT  LOCAL  DEFAULT    7 fs_ep_descriptors
 0021c9fe    18 OBJECT  LOCAL  DEFAULT    7 interface_descriptors
 0021ca10     9 OBJECT  LOCAL  DEFAULT    7 config_descriptors
 0021ca19     5 OBJECT  GLOBAL DEFAULT    7 union_function_descriptor
 0021ca20     4 OBJECT  GLOBAL DEFAULT    7 g_hdr_ver
 0021ca24   104 OBJECT  GLOBAL DEFAULT    7 g_devinfo_data_addr
 0021ca8c     4 OBJECT  LOCAL  DEFAULT    7 thermal_option
 0021ca90     1 OBJECT  LOCAL  DEFAULT    7 bOnly.3821
 0021ca94    20 OBJECT  GLOBAL DEFAULT    7 g_DbgSUP
